id,name_ru,name_en,description,muscle_group,exercise_type,level,ai_tags,category
main_140,Мостик 10,Glute Bridge 10,Основное силовое упражнение для развития мышечной силы и выносливости. Мостик 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_141,Подъемы ног 10,Leg Raises 10,Основное силовое упражнение для развития мышечной силы и выносливости. Подъемы ног 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_142,Скручивания 10,Crunches 10,Основное силовое упражнение для развития мышечной силы и выносливости. Скручивания 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_143,Супермен 10,Superman 10,Основное силовое упражнение для развития мышечной силы и выносливости. Супермен 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_144,Подтягивания 10,Pull-ups 10,Основное силовое упражнение для развития мышечной силы и выносливости. Подтягивания 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
main_145,Берпи 10,Burpees 10,Основное силовое упражнение для развития мышечной силы и выносливости. Берпи 10 является ключевым элементом тренировочной программы.,Мышцы кора,strength,intermediate,"[""Сила"", ""Выносливость"", ""Основная тренировка"", ""Мышечная масса""]",main
relaxation_01,Растяжка спины,Back Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_02,Растяжка ног,Leg Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_03,Растяжка плеч,Shoulder Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_04,Растяжка груди,Chest Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_05,Растяжка бедер,Hip Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_06,Поза ребенка,Child's Pose,Упражнение на растяжку и расслабление для восстановления после тренировки. Поза ребенка помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_07,Скручивание,Spinal Twist,Упражнение на растяжку и расслабление для восстановления после тренировки. Скручивание помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_08,Расслабление,Relaxation Pose,Упражнение на растяжку и расслабление для восстановления после тренировки. Расслабление помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_09,Медитативная растяжка,Meditative Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Медитативная растяжка помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_10,Восстановление,Recovery Stretch,Упражнение на растяжку и расслабление для восстановления после тренировки. Восстановление помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_11,Растяжка спины 2,Back Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_12,Растяжка ног 2,Leg Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_13,Растяжка плеч 2,Shoulder Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_14,Растяжка груди 2,Chest Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_15,Растяжка бедер 2,Hip Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_16,Поза ребенка 2,Child's Pose 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Поза ребенка 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_17,Скручивание 2,Spinal Twist 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Скручивание 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_18,Расслабление 2,Relaxation Pose 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Расслабление 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_19,Медитативная растяжка 2,Meditative Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Медитативная растяжка 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_20,Восстановление 2,Recovery Stretch 2,Упражнение на растяжку и расслабление для восстановления после тренировки. Восстановление 2 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_21,Растяжка спины 3,Back Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_22,Растяжка ног 3,Leg Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_23,Растяжка плеч 3,Shoulder Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_24,Растяжка груди 3,Chest Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_25,Растяжка бедер 3,Hip Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_26,Поза ребенка 3,Child's Pose 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Поза ребенка 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_27,Скручивание 3,Spinal Twist 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Скручивание 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_28,Расслабление 3,Relaxation Pose 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Расслабление 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_29,Медитативная растяжка 3,Meditative Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Медитативная растяжка 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_30,Восстановление 3,Recovery Stretch 3,Упражнение на растяжку и расслабление для восстановления после тренировки. Восстановление 3 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_31,Растяжка спины 4,Back Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_32,Растяжка ног 4,Leg Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_33,Растяжка плеч 4,Shoulder Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка плеч 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_34,Растяжка груди 4,Chest Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка груди 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_35,Растяжка бедер 4,Hip Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка бедер 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_36,Поза ребенка 4,Child's Pose 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Поза ребенка 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_37,Скручивание 4,Spinal Twist 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Скручивание 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_38,Расслабление 4,Relaxation Pose 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Расслабление 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_39,Медитативная растяжка 4,Meditative Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Медитативная растяжка 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_40,Восстановление 4,Recovery Stretch 4,Упражнение на растяжку и расслабление для восстановления после тренировки. Восстановление 4 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_41,Растяжка спины 5,Back Stretch 5,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка спины 5 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
relaxation_42,Растяжка ног 5,Leg Stretch 5,Упражнение на растяжку и расслабление для восстановления после тренировки. Растяжка ног 5 помогает снять напряжение и улучшить гибкость.,Все тело,flexibility,beginner,"[""Растяжка"", ""Расслабление"", ""Восстановление"", ""Гибкость""]",relaxation
warmup_01,Вращения тазом,Hip Circles,Разминочное упражнение для подготовки тела к основной нагрузке. Вращения тазом помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_02,Махи ногами,Leg Swings,Разминочное упражнение для подготовки тела к основной нагрузке. Махи ногами помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_03,Круговые движения плечами,Shoulder Rolls,Разминочное упражнение для подготовки тела к основной нагрузке. Круговые движения плечами помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_04,Наклоны туловища,Torso Bends,Разминочное упражнение для подготовки тела к основной нагрузке. Наклоны туловища помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_05,Кошка-Корова,Cat-Cow Pose,Разминочное упражнение для подготовки тела к основной нагрузке. Кошка-Корова помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_06,Ходьба на месте,High Knees Marching,Разминочное упражнение для подготовки тела к основной нагрузке. Ходьба на месте помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_07,Прыжки на месте,Jumping Jacks Light,Разминочное упражнение для подготовки тела к основной нагрузке. Прыжки на месте помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_08,Вращения суставов,Joint Rotations,Разминочное упражнение для подготовки тела к основной нагрузке. Вращения суставов помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_09,Наклоны таза,Pelvic Tilts,Разминочное упражнение для подготовки тела к основной нагрузке. Наклоны таза помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_10,Повороты корпуса,Torso Twists,Разминочное упражнение для подготовки тела к основной нагрузке. Повороты корпуса помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_11,Мостик активация,Glute Bridge Activation,Разминочное упражнение для подготовки тела к основной нагрузке. Мостик активация помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_12,Приседания разминочные,Warm-up Squats,Разминочное упражнение для подготовки тела к основной нагрузке. Приседания разминочные помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_13,Отжимания от стены,Wall Push-ups,Разминочное упражнение для подготовки тела к основной нагрузке. Отжимания от стены помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_14,Червяк,Inchworm,Разминочное упражнение для подготовки тела к основной нагрузке. Червяк помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_15,Выпады разминочные,Warm-up Lunges,Разминочное упражнение для подготовки тела к основной нагрузке. Выпады разминочные помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_16,Вращения тазом 2,Hip Circles 2,Разминочное упражнение для подготовки тела к основной нагрузке. Вращения тазом 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_17,Махи ногами 2,Leg Swings 2,Разминочное упражнение для подготовки тела к основной нагрузке. Махи ногами 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_18,Круговые движения плечами 2,Shoulder Rolls 2,Разминочное упражнение для подготовки тела к основной нагрузке. Круговые движения плечами 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_19,Наклоны туловища 2,Torso Bends 2,Разминочное упражнение для подготовки тела к основной нагрузке. Наклоны туловища 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_20,Кошка-Корова 2,Cat-Cow Pose 2,Разминочное упражнение для подготовки тела к основной нагрузке. Кошка-Корова 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_21,Ходьба на месте 2,High Knees Marching 2,Разминочное упражнение для подготовки тела к основной нагрузке. Ходьба на месте 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_22,Прыжки на месте 2,Jumping Jacks Light 2,Разминочное упражнение для подготовки тела к основной нагрузке. Прыжки на месте 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_23,Вращения суставов 2,Joint Rotations 2,Разминочное упражнение для подготовки тела к основной нагрузке. Вращения суставов 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_24,Наклоны таза 2,Pelvic Tilts 2,Разминочное упражнение для подготовки тела к основной нагрузке. Наклоны таза 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_25,Повороты корпуса 2,Torso Twists 2,Разминочное упражнение для подготовки тела к основной нагрузке. Повороты корпуса 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_26,Мостик активация 2,Glute Bridge Activation 2,Разминочное упражнение для подготовки тела к основной нагрузке. Мостик активация 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_27,Приседания разминочные 2,Warm-up Squats 2,Разминочное упражнение для подготовки тела к основной нагрузке. Приседания разминочные 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_28,Отжимания от стены 2,Wall Push-ups 2,Разминочное упражнение для подготовки тела к основной нагрузке. Отжимания от стены 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_29,Червяк 2,Inchworm 2,Разминочное упражнение для подготовки тела к основной нагрузке. Червяк 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_30,Выпады разминочные 2,Warm-up Lunges 2,Разминочное упражнение для подготовки тела к основной нагрузке. Выпады разминочные 2 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_31,Вращения тазом 3,Hip Circles 3,Разминочное упражнение для подготовки тела к основной нагрузке. Вращения тазом 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_32,Махи ногами 3,Leg Swings 3,Разминочное упражнение для подготовки тела к основной нагрузке. Махи ногами 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_33,Круговые движения плечами 3,Shoulder Rolls 3,Разминочное упражнение для подготовки тела к основной нагрузке. Круговые движения плечами 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_34,Наклоны туловища 3,Torso Bends 3,Разминочное упражнение для подготовки тела к основной нагрузке. Наклоны туловища 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_35,Кошка-Корова 3,Cat-Cow Pose 3,Разминочное упражнение для подготовки тела к основной нагрузке. Кошка-Корова 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_36,Ходьба на месте 3,High Knees Marching 3,Разминочное упражнение для подготовки тела к основной нагрузке. Ходьба на месте 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_37,Прыжки на месте 3,Jumping Jacks Light 3,Разминочное упражнение для подготовки тела к основной нагрузке. Прыжки на месте 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_38,Вращения суставов 3,Joint Rotations 3,Разминочное упражнение для подготовки тела к основной нагрузке. Вращения суставов 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_39,Наклоны таза 3,Pelvic Tilts 3,Разминочное упражнение для подготовки тела к основной нагрузке. Наклоны таза 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_40,Повороты корпуса 3,Torso Twists 3,Разминочное упражнение для подготовки тела к основной нагрузке. Повороты корпуса 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_41,Мостик активация 3,Glute Bridge Activation 3,Разминочное упражнение для подготовки тела к основной нагрузке. Мостик активация 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
warmup_42,Приседания разминочные 3,Warm-up Squats 3,Разминочное упражнение для подготовки тела к основной нагрузке. Приседания разминочные 3 помогает активировать мышцы и улучшить подвижность суставов.,Все тело,mobility,beginner,"[""Разминка"", ""Подвижность"", ""Подготовка"", ""Активация""]",warmup
